0,1,2,3,4,5
-8.939884208803385,3.9575148558048263,0.083,20524.55696,-5317.594418138541,-5031.039143127017
-8.768209376527395,3.1803078347766114,0.083,20482.02532,-5500.601818165267,-4966.414580272311
-8.519446332671329,1.964095211475259,0.085,20530.63291,-5685.936790666798,-4889.7447502296645
-8.358690913471307,1.1379644454237714,0.081,20512.40506,-5872.708178368013,-4806.480621167555
-8.438068515546696,1.401675892919134,0.079,20494.17722,-6060.024823993781,-4722.025045018983
-8.686436693327474,2.1262243628299093,0.083,20311.89873,-6246.9955702689695,-4641.511001637961
-8.75467403852074,2.6948129373926784,0.082,20542.78481,-6432.568582790443,-4569.713726094036
-8.653164547100419,2.7734876842431846,0.08,20621.77215,-6615.049318643015,-4511.331046319569
-8.540652791785899,2.8864723461423853,0.082,20627.8481,-6792.58255818046,-4471.511757234931
-8.636469660911981,3.4403102223775726,0.08,20797.97468,-6963.313083344387,-4457.208521712624
-8.859354727139193,4.5240347996730295,0.081,20858.73418,-7125.385676473341,-4475.824969613172
-9.057807349940212,5.314456740927099,0.081,21393.41772,-7276.945119905888,-4534.7647307971365
-9.15614047531065,5.029518730666458,0.081,22219.74684,-7416.136195980592,-4641.431435125011
-9.172573014843241,3.963914363757053,0.08,21928.10127,-7541.103687035997,-4803.228712457371
-9.145311231855079,2.9091359865185864,0.082,21776.20253,-7649.992376377178,-5027.6531461935865
-9.112561389663263,3.135061475294269,0.083,21654.68354,-7741.029456395972,-5322.422422810624
-9.110058898019837,4.245200317356294,0.082,21466.32911,-7812.771741333841,-5692.963218070661
-9.163655752416615,4.935206503796597,0.085,20846.58228,-7863.8584506530115,-6132.517863132853
-9.274477387998754,4.638226865864553,0.082,19983.79747,-7892.928803815715,-6612.91095418725
-9.354626412784967,3.5926050929410183,0.084,18908.35443,-7898.622020284184,-7101.057933667184
-9.323462054110436,2.251088033520044,0.082,18167.08861,-7879.577319520655,-7563.874244005975
-9.218392843702631,1.143276067620223,0.082,18075.94937,-7834.433920987359,-7968.275327636962
-9.099581732242694,0.2638171706014689,0.083,18063.79747,-7761.831044146519,-8281.176626993445
-9.000160041834224,-0.22857019356860175,0.083,18045.56962,-7660.407908460378,-8474.613091036057
-8.946501187436432,0.11544691316833444,0.084,18385.82278,-7529.454613092099,-8543.801820929815
-8.9630746150546,1.1487724105416182,0.082,18987.34177,-7370.864776008571,-8499.89592874793
-9.056872266823216,2.382349560151838,0.083,19576.70886,-7187.1828948776265,-8356.752652658897
-9.18053156887537,2.8935695000666906,0.084,19837.97468,-6980.953467367088,-8128.22923083117
-9.224812179980052,2.554714202070679,0.082,20166.07595,-6754.720991144792,-7828.182901433199
-9.115685346195253,1.6816768197836838,0.081,20676.4557,-6511.029963878565,-7470.5447073355235
-8.968763814356594,1.1241834432651423,0.083,21296.20253,-6252.424883236227,-7072.405809652862
-8.934992002666805,1.5690764165792013,0.082,22043.5443,-5981.450246885615,-6662.390771945807
-9.088502934618464,2.55741300245658,0.083,22651.13924,-5700.650552494553,-6274.325227902688
-9.23820478266533,3.3786817906506443,0.082,23131.13924,-5412.5702977308665,-5937.656765412433
-9.23949914681414,3.379042953198613,0.081,23641.51899,-5119.753980262392,-5629.278228791298
-8.999548675930107,2.6459954429136037,0.082,24668.35443,-4824.746097756949,-5317.653026240722
-8.512553159082602,1.4722183553878443,0.076,25275.94937,-4530.091147882364,-4994.284622758761
-7.97955354550853,0.07741803200053576,2.66,25920.0,-4238.333628306473,-4668.152350959331
-7.598353147383197,-1.3159209361619788,4.93,26393.92405,-3952.0180366971,-4365.842572242599
-7.355440934813917,-2.5801121397886195,4.924,26861.77215,-3673.6888707220705,-4106.176807195518
-7.140869169367899,-3.807453062771917,4.923,27511.89873,-3405.8906280492097,-3896.4113385672026
-6.729845630946909,-5.205629642231775,4.918,28149.87342,-3151.1678063463623,-3710.0213657679187
-6.092322018137379,-7.146468253850026,4.916,28714.93671,-2912.064903281337,-3517.0555419008447
-5.257838039952647,-9.68234517326868,4.916,29043.03797,-2690.9980684924476,-3310.2495947768875
-4.278392317445579,-12.629506313281599,2.451,29261.77215,-2489.4986228119055,-3097.80668312388
-3.2958191198270677,-15.495321070490599,0.084,29474.43038,-2307.4837922903903,-2893.0775215520543
-2.411906261127238,-17.579973298139336,0.082,29523.03797,-2144.4993662905763,-2719.554341811661
-1.4973951801280543,-18.310946023814772,0.08,29711.39241,-2000.0911341751505,-2592.1710291024597
-0.470576953102366,-17.79479025854106,0.077,29644.55696,-1873.8048853067748,-2484.2632931492
0.5707843018867322,-16.490257894216075,0.076,29802.53165,-1765.186409048149,-2368.5596971923665
1.392733392734895,-15.087773541189433,0.074,29887.59494,-1673.7814947619395,-2218.0842038707915
1.791830679061352,-13.813098558858739,0.075,30039.49367,-1599.1359318108105,-2013.5212745458066
1.8781823836592055,-12.764950599272762,0.076,29966.58228,-1540.7955095574673,-1775.998183627931
1.8392110131209565,-12.085265658565367,0.076,29996.96203,-1498.6994998508762,-1564.2009951292723
1.8380744469294754,-11.947864815353174,0.077,30258.22785,-1473.822398440903,-1431.4214368333178
1.8863715257175855,-12.515174189749192,0.077,30404.05063,-1465.377359386181,-1381.4007851124288
1.956179556340842,-13.631628645209808,0.076,30094.17722,-1471.7763867430276,-1407.0609357944418
2.0218826322739307,-15.030214202574776,0.079,30161.01266,-1489.9111629704043,-1484.3643204501825
2.0682879190670946,-16.325815224626492,0.074,30318.98734,-1515.3301857823026,-1573.1456795514596
2.085709140259256,-17.072910214467278,0.077,30154.93671,-1546.2285281211698,-1656.495770619545
2.0732567061154183,-17.0070791643968,0.079,29984.81013,-1581.4089793659039,-1727.7817153055914
2.0512368970989874,-16.62124716501499,0.076,30021.26582,-1621.512703490829,-1791.643418162869
2.047892248496069,-16.442109873268468,0.077,30021.26582,-1672.316461595528,-1851.9973559831205
2.071868667676628,-16.374100113189908,0.075,29911.89873,-1740.2425917611754,-1914.5667199070365
2.0591538589031977,-16.15676597154984,0.075,29747.8481,-1831.5539372283502,-1961.1887331206744
1.9921108760126165,-15.492379418983832,0.077,29705.31646,-1949.6560702050024,-1969.1123956127728
1.9622180776224667,-14.289176301366021,0.077,29571.64557,-2085.468495251027,-1927.6339018539597
1.975525796074601,-13.271139162276786,0.074,29553.41772,-2222.8255118236434,-1856.4523712267046
1.9648012700871513,-13.000091601102058,0.075,29383.29114,-2344.5044358625373,-1827.2804031582166
1.868472083312346,-13.205455652167602,0.073,29061.26582,-2434.8641648593893,-1914.2654695559793
1.7122171942031854,-13.407119331101153,0.075,28885.06329,-2484.5562870809435,-2141.839352410676
1.6097564877787947,-13.280588257401533,0.075,28854.68354,-2485.679430614398,-2408.620840516104
1.6499837107095243,-13.137470313816033,0.077,28836.4557,-2430.298588114062,-2606.354464218443
1.7527807031204548,-13.292844031594395,0.074,28708.86076,-2310.4787522342704,-2674.9491165691124
1.8162603657067131,-13.486856078568593,0.076,28556.96203,-2118.28491562932,-2565.5353146276493
1.8198130529804128,-13.493249428544331,0.077,28514.43038,-1847.2680732194244,-2232.856210319799
1.7892234879632456,-13.232522473032624,0.075,28666.32911,-1496.9232289883075,-1646.1092009272386
1.7521686191898174,-12.954870092293994,0.077,29097.72152,-1070.2519674244136,-784.2111668261355
1.7159358116893482,-12.737258943320946,0.076,29723.5443,-578.5910395072509,333.9344728974156
1.6729944155155176,-12.57456494987701,0.077,30871.89873,-36.309188598269884,1621.066044177272
1.5894269444408327,-12.364807322269261,0.079,32700.75949,541.9719884052729,2974.358774199999
1.4690327797904597,-11.846356547101447,0.076,35793.41772,1141.6308946061308,4290.988564848802
1.3179266477645157,-10.861488985345002,0.077,38321.01266,1748.0459331070642,5468.134016793449
1.1396782007529493,-9.601304771717421,0.086,39129.11392,2346.5955070108107,6423.657500955175
0.9378570911457311,-8.44415461703652,0.08,39560.50633,2922.6580194201547,7158.484312803425
0.7142092062200716,-7.440544916476119,0.078,39517.97468,3463.1870657058344,7695.545012678112
0.4631853728022137,-6.57853247958951,0.078,39596.96203,3961.437010310702,8059.617773804033
0.1774126526056472,-5.855197626704145,0.076,39469.36709,4412.2374099456165,8281.549051630285
-0.14757458483876418,-5.151291757765269,0.076,39682.02532,4811.035222576236,8396.305308153778
-0.5049484616971744,-4.2939055187541,0.076,39888.60759,5155.747011187443,8446.07166002699
-0.8811719586129947,-3.201214653714487,0.077,39991.89873,5444.906740018926,8459.183850067482
-1.242464876911181,-2.0702821474215582,0.078,40210.63291,5677.048373310376,8446.017955684049
-1.5499022923454677,-1.1418541484284443,0.079,40216.70886,5850.705875301483,8413.1599300324
-1.773857557422768,-0.5417279355763076,0.077,40435.44304,5965.070211354388,8367.34544259657
-1.9218971316627589,-0.29699231060302456,0.078,40514.43038,6022.285419854408,8314.942719900771
-2.010885751338277,-0.3879356662067799,0.076,40544.81013,6026.452814442447,8262.208904872969
-2.0576881527221884,-0.6822807692476427,0.076,40283.5443,5981.998777292705,8215.4011404412
-2.0786619159604895,-1.0241413826762145,0.078,40216.70886,5893.34969057939,8178.447526532391
-2.0881359966917694,-1.2632131481880031,0.077,40477.97468,5764.931936476709,8145.959991069156
-2.0967055346560235,-1.219417282534017,0.076,40611.64557,5601.171897158856,8109.544352546228
-2.102059030506249,-0.7979688234381765,0.078,40435.44304,5406.352797848462,8059.825439884775
-2.09865832512369,-0.05718754343952792,0.078,40204.55696,5183.979886421399,7993.697513757871
-2.080965259389589,0.811901675546153,0.075,39584.81013,4936.593855640294,7905.500990992445
-2.043441674185195,1.2440603152984777,0.075,39274.93671,4666.530048727391,7771.890903830259
-1.9715935247221532,0.7608345513528902,0.077,39141.26582,4376.1238089049075,7570.429802017788
-1.815103223533766,-0.56991339953254,0.077,38643.03797,4067.7104793950903,7300.0330835501045
-1.5372893592183192,-2.2645303930836533,0.074,38011.13924,3743.625403420154,6965.285189133276
-1.1986397100590072,-4.013067349633561,0.074,37622.27848,3406.2039242023575,6553.748387774079
-0.9094378870599429,-5.460568376088203,0.074,36953.92405,3057.7581205143074,6011.580095823673
-0.7654982474551306,-6.3513531849649745,0.074,36394.93671,2700.507013330289,5394.814743450745
-0.7719256035970614,-6.506363617568734,0.075,35289.11392,2336.450596382723,4797.682385144705
-0.8900395360622584,-5.956744255872893,0.072,34438.48101,1966.786346889779,4287.108219769456
-1.0755308666124457,-4.944556749777543,0.074,33678.98734,1592.4381178968292,3822.172501359359
-1.2900414179821098,-3.7222480250453103,0.077,33077.46835,1214.3102971041146,3367.6503801795075
-1.5178517174558168,-2.398579071190711,0.074,32117.46835,833.3072722118611,2909.2786591228933
-1.7445320959271255,-0.9852535258344459,0.076,31357.97468,450.3334309203233,2440.580258549018
-1.9544875849486423,0.48153371965003156,0.075,30701.77215,66.2931609297184,1956.2231581219037
-2.146084771337733,1.834904170299502,0.075,29681.01266,-317.90915005970135,1456.555859726815
-2.3572744839582653,2.998014488540929,0.074,28830.37975,-701.3691143477196,954.2769271219215
-2.574921190888696,3.9252889941327416,0.076,27748.86076,-1083.1823442340867,468.2454246688691
-2.771976393288883,4.581297286400523,0.076,26703.79747,-1462.444452018562,13.218338733311043
-2.9307876406944917,5.037578750887454,0.078,26169.11392,-1838.2510500009116,-406.976923332105
-3.036051494735148,5.393578850432389,0.078,25622.27848,-2209.6977504809056,-791.0842879972406
-3.072464517040464,5.748743047874077,0.076,24972.1519,-2575.8801657583026,-1139.5420481980827
-3.035471197681361,6.177182856007824,0.079,24437.46835,-2935.89390813287,-1459.5659627352404
-2.9635077404939603,6.654672823279679,0.073,23914.93671,-3288.834589904366,-1760.0661568755118
-2.905758277755689,7.143648891392738,0.074,23629.36709,-3633.79782337256,-2047.4187747082015
-2.9114069417439583,7.609545837875247,0.073,23118.98734,-3969.7711167598864,-2317.8640356128262
-3.009891778254714,8.017798440255408,0.081,22736.20253,-4295.290954656017,-2564.8536623779346
-3.146308863856603,8.310572045204095,0.076,22049.62025,-4608.711288279084,-2780.82131613811
-3.224577695431357,8.336954275962716,0.078,21855.18987,-4908.367461523709,-2957.9461426144326
-3.166836850561607,7.922763324915431,0.075,21685.06329,-5192.594818284497,-3092.754066699918
-2.9895317228389517,6.983814844158575,0.076,21533.16456,-5459.728702456043,-3199.7941972613917
-2.7326844098572165,5.795914324637595,0.077,21107.8481,-5708.1044579329755,-3300.5066914816293
-2.48064421772119,4.724864717010239,0.077,20986.32911,-5936.057428609889,-3410.4978800139706
-2.4363381152325343,4.136468971934167,0.081,20725.06329,-6141.922958381414,-3519.4945182498877
-2.6131906879004,4.334453441535974,0.077,20889.11392,-6324.036391142127,-3610.665743780013
-2.914823541272509,5.286961689405308,0.079,20433.41772,-6480.73307078666,-3666.1636977849935
-3.0837519567151603,6.479696152626381,0.079,20372.65823,-6610.348341209605,-3677.6384319079034
-3.08292310343484,7.239452060110851,0.075,20135.6962,-6711.217546305586,-3685.0740426107377
-3.061964367487303,7.6753856406011565,0.078,20129.62025,-6781.676029969204,-3729.321349149965
-3.1026812215613613,8.069940856443514,0.079,20117.46835,-6820.42853444543,-3804.024642405234
-3.2015572056532644,8.535796865513243,0.076,20087.08861,-6827.788867883352,-3884.605357455197
-3.3191431302226,9.086404414903315,0.078,19740.75949,-6804.9661267927695,-3942.271306225068
-3.4105794496526687,9.63820645527344,0.079,19831.89873,-6753.546118181639,-3952.879278736357
-3.4459075176761984,10.085717935357582,0.074,19989.87342,-6676.095601040055,-3940.786279171202
-3.4547722854235436,10.372737305199452,0.078,20166.07595,-6575.426572353663,-3932.7609262369715
-3.4756177920897295,10.637503403889621,0.074,20214.68354,-6454.373719108731,-3915.722174470936
-3.52212284733935,11.003207345018826,0.075,20141.77215,-6315.862488294023,-3872.308589393815
-3.600432511986532,11.376119577828048,0.077,20056.70886,-6162.801271417359,-3796.284770182826
-3.7125809847847124,11.608953789518932,0.08,20257.21519,-5997.974450768808,-3690.7790278161165
-3.8462751099153336,11.622118006032903,0.078,20500.25316,-5824.386928151278,-3559.8994549869185
-3.984791939440683,11.606797608270183,0.081,20712.91139,-5645.563720871242,-3404.353897273814
-4.098438526049486,11.80462796240831,0.078,20810.12658,-5465.164805011088,-3226.9577291306387
-4.1624378352624225,12.281082328986459,0.072,21041.01266,-5286.853802807088,-3042.9546888690475
-4.186256104410802,12.684738629332022,0.073,21709.36709,-5114.294336495512,-2870.7062843587573
-4.191390882545118,12.757282537655193,0.075,22742.27848,-4951.150028312644,-2728.574023469467
-4.212153468650389,12.646599952196631,0.075,22948.86076,-4801.084500494747,-2634.9194140709033
-4.303896344227293,12.670278230792203,0.077,23258.73418,-4667.7613752781135,-2608.103964032768
-4.427812446886948,12.871125392294012,0.076,23471.39241,-4554.184235118087,-2665.727235994895
-4.520706789507505,13.249230233203589,0.077,23653.67089,-4460.716503346393,-2820.2101808999205
-4.527880514854986,13.847995518576882,0.076,23769.11392,-4386.521074094555,-3072.3800329134283
-4.417909456002887,14.391118530455667,0.078,23380.25316,-4327.7880783439105,-3408.36111254309
-4.245717288037782,14.383473120812383,0.076,23033.92405,-4277.160388026421,-3798.6161353234065
-4.094359186565536,13.854985100114959,0.072,22803.03797,-4227.415878648712,-4210.269527654663
-4.0325784808920515,13.100978949008912,0.077,23082.53165,-4171.568877979366,-4610.445715937185
-4.05999974213706,12.39295735764631,0.079,22803.03797,-4102.633713786941,-4966.269126571271
-4.149350839783129,11.783531704227844,0.082,22268.35443,-4013.5012944636014,-5244.86418595722
-4.303359019187789,11.309443840793383,0.084,22742.27848,-3896.794194017411,-5417.836136524195
-4.5247353560185015,11.172185360834053,0.083,23526.07595,-3746.5498835650847,-5477.672334024293
-4.770134388742081,11.588275790477429,0.083,24340.25316,-3559.9060025730278,-5433.64809232737
-4.974944821057873,12.465457389666364,0.081,24881.01266,-3335.945331438372,-5300.438779039208
-5.1673445619091165,13.371638250399265,0.081,25190.88608,-3074.077699791277,-5095.408400998808
-5.312536679888296,13.952144024267087,0.079,25531.13924,-2775.725826610207,-4836.4751885387805
-5.351695662620909,14.290864246824126,0.08,25980.75949,-2450.363988266962,-4539.884984565681
-5.229993825484955,14.786070481700678,0.079,23495.6962,-2109.4793504816653,-4215.146383938119
-4.892199209644167,15.56566832680442,0.082,23629.36709,-1764.556857616923,-3870.100659081047
-4.290307515133447,15.81948426268891,0.079,24006.07595,-1425.4402615052545,-3513.7061293572087
-3.4982650857230415,14.84437435018508,0.079,24771.64557,-1095.4418642212577,-3157.3061679237894
-2.71943500464859,12.434545637841918,0.08,25148.35443,-776.2416607394356,-2815.2812524839546
-2.022662359021421,9.639041949489926,0.08,25518.98734,-469.84933962791035,-2496.7119616907867
-1.433763290763475,6.687480307353638,0.075,25695.18987,-179.7399475980476,-2186.823485261937
-0.9672563884951944,3.568094755701292,0.076,26351.39241,89.84078065457629,-1872.3724459885696
-0.5826220987897417,0.6798892904968095,0.075,26667.34177,335.0818894043075,-1571.2001483330587
-0.17991293764744754,-0.8644061299565428,0.077,26794.93671,552.3177636101897,-1307.903856041672
0.3289373092444965,-3.0230013410807115,0.077,27281.01266,737.9490445648164,-1087.5701421398007
0.8263411684529154,-7.632448348714994,0.077,27645.56962,887.9328260769694,-909.2416989110894
1.1935916585388906,-12.476461085253321,0.077,27773.16456,995.4581670174657,-765.6540812591868
1.3839553370794087,-14.943187015479829,0.076,27894.68354,1053.005553439224,-637.669063833888
1.482004581416128,-15.306274583973835,0.076,28532.65823,1053.0554713951806,-503.4025557092748
1.539879058803657,-15.51103831666266,0.075,28818.22785,990.3233086963471,-340.97046595944096
1.555494029685164,-15.652427480798254,0.076,28684.55696,870.0121983454155,-128.48870365848336
1.5151114665599144,-15.47380615575401,0.077,28939.74684,705.75272774041,152.66668204000644
1.4283456546926434,-14.893499871794997,0.078,29152.40506,512.7236224386716,502.7983042968975
1.393727778926419,-14.181406980248173,0.074,29674.93671,306.103607997524,897.8255267233526
1.4274205598287644,-13.291708213284512,0.076,29826.83544,101.0714099743019,1308.3869355629317
1.4870118945360251,-12.252731665782992,0.076,29905.82278,-87.3483432039551,1704.083517773261
1.4819428477275283,-11.239369586948772,0.075,29990.88608,-245.4788303209982,2050.9059001572923
1.460365303205279,-10.788974608496055,0.076,29966.58228,-363.01026261819084,2317.1207081063294
1.485575658531372,-11.039972911085213,0.077,29881.51899,-431.5133123018775,2477.0666112791378
1.5373062032952358,-11.881030269196325,0.076,29760.0,-442.8459121472631,2512.541293549584
1.5873902785094391,-12.725901252186132,0.076,29292.1519,-389.63780879093736,2421.228912278426
1.6545962520038353,-13.177799647701324,0.076,29140.25316,-271.7511622958025,2222.385718435377
1.7440653439587255,-13.943293937683643,0.077,28872.91139,-106.40057850921482,1943.0475969598233
1.8159355660723149,-15.19291749998262,0.075,28672.40506,85.05417874071225,1605.7690780999817
1.8291772460662932,-15.896314509177847,0.075,28502.27848,281.48052915111055,1230.912312155328
1.7850851058489785,-15.730994816414652,0.077,28684.55696,465.09043097094536,835.2808936687036
1.7969610302932093,-15.213975816401156,0.074,28617.72152,628.9023720501199,432.4317675473592
1.8711848131699367,-15.445953007527475,0.076,28635.94937,771.7151577795225,32.52113133074704
1.90107453114019,-15.93208869899382,0.077,28556.96203,893.1637218225802,-356.5829611834167
1.8805817392335946,-15.60363322830791,0.077,28721.01266,992.8829978427519,-725.3633147559997
1.844769524896567,-14.807384835049827,0.077,28696.70886,1070.507919503481,-1056.2875198295164
1.7825456011391227,-14.204286404672752,0.075,29049.11392,1127.6449189560005,-1329.823632760205
1.7072190843753159,-13.980671398061594,0.075,29255.6962,1173.7864223028137,-1526.4397099042935
1.6632298933733871,-13.667726178731144,0.075,29012.65823,1220.3963541342243,-1626.6038076179998
1.6400902549218208,-13.16916762857064,0.074,29091.64557,1278.9386390405314,-1610.7839822575543
1.6078716316579946,-12.51282259816792,0.077,29030.88608,1360.8772016120338,-1459.4482901791926
1.5496488076489046,-11.83468766540885,0.077,29267.8481,1477.6759664390356,-1154.9575973448534
1.4978537820201643,-11.25227732632237,0.075,29480.50633,1640.7988581118375,-687.2440081393677
1.4724203174011001,-10.860401530169941,0.075,30161.01266,1861.075656875189,-51.36590988891544
1.4754026044416668,-10.68788616750561,0.075,31011.64557,2143.9381878977374,743.0344734537255
1.4832021477769892,-10.645373179998685,0.077,31029.87342,2482.7386212272013,1672.2335981992978
1.468794573427938,-10.605826475398407,0.076,32390.88608,2867.9677492174724,2693.8656843185013
1.4168724161447037,-10.448899306343773,0.076,33685.06329,3290.1163642223964,3761.316878518044
1.3224891427873446,-10.239421077001854,0.076,35659.74684,3739.675258595874,4827.973327504656
1.1958628409570564,-10.039252521666285,0.079,38187.34177,4207.135224691783,5847.221177985073
1.0563242729111417,-9.70264229214451,0.078,40648.10127,4682.987054863972,6772.446576666003
0.9211314192185718,-9.036864724848611,0.079,41565.56962,5157.721541466353,7559.413930236661
0.7982045274333558,-7.95911400039469,0.074,41644.55696,5621.829476852774,8179.415397771056
0.6820678324424811,-6.830658979777867,0.077,41814.68354,6066.353862310426,8632.13367688999
0.5642578905813607,-6.194503641637542,0.076,41766.07595,6484.546534859719,8931.079892650465
0.4383680267282024,-5.745198121111527,0.081,41753.92405,6870.572497280637,9093.214098161126
0.30621863993234033,-4.963334638492931,0.074,41808.60759,7220.0405796583045,9141.478343755982
0.17168689778591117,-3.9848385370280948,0.074,41699.24051,7528.920568904117,9100.310179075323
0.03864996788103969,-3.1385207275997766,0.075,41280.0,7793.182251929486,8994.147153759452
-0.08830426550204429,-2.4267788221574698,0.074,41583.79747,8008.795415645796,8847.323161087716
-0.20174505133071774,-1.8014297112926518,0.076,41851.13924,8171.729846964461,8684.168041523984
-0.29353092188425567,-1.3663159772296183,0.076,41608.10127,8277.955332796886,8539.762957622279
-0.35552040944193575,-1.2605561937435796,0.076,41395.44304,8323.932261796645,8486.450396314827
-0.3795720462830343,-1.615733173854627,0.076,41273.92405,8309.007920612316,8576.4781693693
-0.36324502273714643,-2.404936223952957,0.073,40939.74684,8236.718161739605,8739.28305399446
-0.32690116133514646,-3.092362837844787,0.077,41249.62025,8111.523328700441,8870.239380155868
-0.29443015072772827,-3.185613266326244,0.075,41316.4557,7937.88376501679,8929.424873516815
-0.28103051184358163,-2.8663340042793495,0.075,41182.78481,7720.131931774197,8909.910471380304
-0.29624287872869015,-2.639657958741432,0.076,41061.26582,7462.088760312718,8866.45497975964
-0.3356675056202265,-3.2933488803349986,0.075,40830.37975,7167.447299536033,8846.71014157888
-0.39141955180316046,-4.343064150400564,0.074,40830.37975,6839.818280154063,8809.5106096815
-0.45651204055594574,-4.908236432076515,0.075,40356.4557,6482.483160101692,8697.023586761705
-0.5275494511309433,-5.0136997454386325,0.078,39797.46835,6098.641079120066,8468.5809712168
-0.6020341267740092,-4.8156028818551,0.074,39116.96203,5691.491176950312,8136.995477747016
-0.6774684107309992,-4.441026368757629,0.076,38564.05063,5264.210790557225,7737.861548900553
-0.7501093106831869,-4.101422217701195,0.075,38102.27848,4819.890045800192,7340.313203960724
-0.8112324920535663,-3.898471029650469,0.074,37792.40506,4361.507681154771,6990.023268578063
-0.8526316844727497,-3.599380716582445,0.075,37117.97468,3891.68409666651,6667.731570685418
-0.8731542166601074,-3.2035884138274735,0.074,36218.73418,3412.950107773463,6327.115662452544
-0.8734108171071984,-2.847638243520923,0.075,35191.89873,2927.8823325877015,5934.853805361377
-0.8603338948419061,-2.482213456282885,0.075,34754.43038,2439.240599917363,5473.764956105089
-0.8661425810373722,-2.0159234907921535,0.075,33909.87342,1949.6222366035338,4972.463605323861
-0.925784130424415,-1.4811206658698906,0.075,32785.82278,1460.791350922851,4463.62694124647
-1.0579409260216268,-0.8328471130882985,0.071,31916.96203,974.3037465108788,3950.3861941529112
-1.2525838287758453,-0.04282524192412174,0.077,30252.1519,491.71522700315484,3428.10380605791
-1.4275714962255093,0.7329929952771141,0.077,29346.83544,14.581596035236316,2893.835048430672
-1.506325128629458,1.3166653790412108,0.077,28593.41772,-455.5413427573267,2352.1431315637087
-1.5117987536411808,1.6265181642487099,0.072,27779.24051,-917.0977857389839,1814.7571656710884
-1.5322550855244137,1.7251302887761968,0.076,26661.26582,-1368.5319292741815,1309.9582228447898
-1.6717954219306104,2.0892053545400318,0.072,26150.88608,-1808.2879697273625,858.0169997345168
-1.861128859995328,3.0491621535034508,0.074,25433.92405,-2234.810103462975,435.8045734295854
-1.9980911222602484,4.643172515018276,0.077,24947.8481,-2646.5425268454846,27.58589779751344
-2.0386763277820545,5.923820583101781,0.074,24540.75949,-3041.929436239317,-372.156130907287
-2.000997950008124,5.505811704164366,0.076,23884.55696,-3419.4150280089343,-747.4990633904948
-1.9258987946678487,2.9053258845269903,0.074,23422.78481,-3777.5949003623473,-1077.1981737372032
-1.8568989463114862,-0.025339969673112472,0.078,23222.27848,-4115.376101440714,-1346.7522921209834
-1.8294490773668786,-0.7967791697461621,0.077,22766.58228,-4430.402155756459,-1566.6168460325366
-1.843931615089901,0.3350327086137308,0.075,22365.56962,-4719.069247549092,-1753.4509306897944
-1.8814971878846545,1.4576475979340513,0.079,22098.22785,-4977.535265350196,-1923.913641310708
-1.9205058274729105,1.5994345304168818,0.076,21946.32911,-5202.297534976424,-2091.323414776067
-1.939317565576439,1.7022020772983306,0.081,21691.13924,-5391.671569078675,-2255.177177704357
-1.9162924339169962,2.63642251696238,0.077,21575.6962,-5546.409988212532,-2409.7956907217417
-1.8297680914045458,3.322986542181831,0.073,21502.78481,-5668.749530003701,-2550.056116825789
-1.6625545784995341,3.3110403730770264,0.078,21332.65823,-5761.547152190009,-2674.896736154592
